2025-11-24 17:03:46.419 [main] INFO  steven.test.project.FirstWebManagerApplication:? - Starting FirstWebManagerApplication using Java 24.0.1 with PID 25020 (D:\shwork\work\javawork\java-project\first-web-manager\target\classes started by 23693 in D:\shwork\work\javawork\java-project)
2025-11-24 17:03:46.420 [main] INFO  steven.test.project.FirstWebManagerApplication:? - No active profile set, falling back to 1 default profile: "default"
2025-11-24 17:03:47.273 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer:? - Tomcat initialized with port 8080 (http)
2025-11-24 17:03:47.282 [main] INFO  org.apache.catalina.core.StandardService:? - Starting service [Tomcat]
2025-11-24 17:03:47.282 [main] INFO  org.apache.catalina.core.StandardEngine:? - Starting Servlet engine: [Apache Tomcat/10.1.46]
2025-11-24 17:03:47.317 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/]:? - Initializing Spring embedded WebApplicationContext
2025-11-24 17:03:47.317 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext:? - Root WebApplicationContext: initialization completed in 865 ms
2025-11-24 17:03:47.373 [main] INFO  com.zaxxer.hikari.HikariDataSource:? - HikariPool-1 - Starting...
2025-11-24 17:03:47.493 [main] INFO  com.zaxxer.hikari.pool.HikariPool:? - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@5f0f70c7
2025-11-24 17:03:47.495 [main] INFO  com.zaxxer.hikari.HikariDataSource:? - HikariPool-1 - Start completed.
2025-11-24 17:03:47.766 [main] INFO  o.s.v.beanvalidation.OptionalValidatorFactoryBean:? - Failed to set up a Bean Validation provider: jakarta.validation.NoProviderFoundException: Unable to create a Configuration, because no Jakarta Bean Validation provider could be found. Add a provider like Hibernate Validator (RI) to your classpath.
2025-11-24 17:03:48.001 [main] INFO  com.zaxxer.hikari.HikariDataSource:? - HikariPool-1 - Shutdown initiated...
2025-11-24 17:03:48.006 [main] INFO  com.zaxxer.hikari.HikariDataSource:? - HikariPool-1 - Shutdown completed.
2025-11-24 17:03:48.014 [main] INFO  o.s.b.a.logging.ConditionEvaluationReportLogger:? - 

Error starting ApplicationContext. To display the condition evaluation report re-run your application with 'debug' enabled.
2025-11-24 17:11:50.159 [main] INFO  steven.test.project.FirstWebManagerApplication:? - Starting FirstWebManagerApplication using Java 24.0.1 with PID 20596 (D:\shwork\work\javawork\java-project\first-web-manager\target\classes started by 23693 in D:\shwork\work\javawork\java-project)
2025-11-24 17:11:50.160 [main] INFO  steven.test.project.FirstWebManagerApplication:? - No active profile set, falling back to 1 default profile: "default"
2025-11-24 17:11:50.710 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer:? - Tomcat initialized with port 8080 (http)
2025-11-24 17:11:50.717 [main] INFO  org.apache.catalina.core.StandardService:? - Starting service [Tomcat]
2025-11-24 17:11:50.717 [main] INFO  org.apache.catalina.core.StandardEngine:? - Starting Servlet engine: [Apache Tomcat/10.1.46]
2025-11-24 17:11:50.739 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/]:? - Initializing Spring embedded WebApplicationContext
2025-11-24 17:11:50.740 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext:? - Root WebApplicationContext: initialization completed in 560 ms
2025-11-24 17:11:50.781 [main] INFO  com.zaxxer.hikari.HikariDataSource:? - HikariPool-1 - Starting...
2025-11-24 17:11:50.861 [main] INFO  com.zaxxer.hikari.pool.HikariPool:? - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@414b2df5
2025-11-24 17:11:50.861 [main] INFO  com.zaxxer.hikari.HikariDataSource:? - HikariPool-1 - Start completed.
2025-11-24 17:11:51.047 [main] INFO  o.s.v.beanvalidation.OptionalValidatorFactoryBean:? - Failed to set up a Bean Validation provider: jakarta.validation.NoProviderFoundException: Unable to create a Configuration, because no Jakarta Bean Validation provider could be found. Add a provider like Hibernate Validator (RI) to your classpath.
2025-11-24 17:11:51.246 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer:? - Tomcat started on port 8080 (http) with context path '/'
2025-11-24 17:11:51.250 [main] INFO  steven.test.project.FirstWebManagerApplication:? - Started FirstWebManagerApplication in 1.359 seconds (process running for 1.626)
2025-11-24 17:12:05.898 [http-nio-8080-exec-2] INFO  org.apache.tomcat.util.http.parser.Cookie:? - A cookie header was received [Hm_lvt_b97569d26a525941d8d163729d284198=1761730150,1761786853;] that contained an invalid cookie. That cookie will be ignored.
 Note: further occurrences of this error will be logged at DEBUG level.
2025-11-24 17:12:05.902 [http-nio-8080-exec-3] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/]:? - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-11-24 17:12:05.902 [http-nio-8080-exec-3] INFO  org.springframework.web.servlet.DispatcherServlet:? - Initializing Servlet 'dispatcherServlet'
2025-11-24 17:12:05.903 [http-nio-8080-exec-3] INFO  org.springframework.web.servlet.DispatcherServlet:? - Completed initialization in 1 ms
2025-11-24 17:18:38.517 [SpringApplicationShutdownHook] INFO  o.s.boot.web.embedded.tomcat.GracefulShutdown:? - Commencing graceful shutdown. Waiting for active requests to complete
2025-11-24 17:18:38.519 [tomcat-shutdown] INFO  o.s.boot.web.embedded.tomcat.GracefulShutdown:? - Graceful shutdown complete
2025-11-24 17:18:38.521 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource:? - HikariPool-1 - Shutdown initiated...
2025-11-24 17:18:38.525 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource:? - HikariPool-1 - Shutdown completed.
2025-11-24 17:18:39.919 [main] INFO  steven.test.project.FirstWebManagerApplication:? - Starting FirstWebManagerApplication using Java 24.0.1 with PID 7052 (D:\shwork\work\javawork\java-project\first-web-manager\target\classes started by 23693 in D:\shwork\work\javawork\java-project)
2025-11-24 17:18:39.919 [main] INFO  steven.test.project.FirstWebManagerApplication:? - No active profile set, falling back to 1 default profile: "default"
2025-11-24 17:18:40.479 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer:? - Tomcat initialized with port 8080 (http)
2025-11-24 17:18:40.486 [main] INFO  org.apache.catalina.core.StandardService:? - Starting service [Tomcat]
2025-11-24 17:18:40.486 [main] INFO  org.apache.catalina.core.StandardEngine:? - Starting Servlet engine: [Apache Tomcat/10.1.46]
2025-11-24 17:18:40.509 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/]:? - Initializing Spring embedded WebApplicationContext
2025-11-24 17:18:40.509 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext:? - Root WebApplicationContext: initialization completed in 570 ms
2025-11-24 17:18:40.552 [main] INFO  com.zaxxer.hikari.HikariDataSource:? - HikariPool-1 - Starting...
2025-11-24 17:18:40.634 [main] INFO  com.zaxxer.hikari.pool.HikariPool:? - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@782fd504
2025-11-24 17:18:40.635 [main] INFO  com.zaxxer.hikari.HikariDataSource:? - HikariPool-1 - Start completed.
